Labels,MFCC Features
3,[-619.7384 -556.9867 -564.9109 ...    0.        0.        0.    ]
3,[-694.0783  -626.1387  -620.76324 ...    0.         0.         0.     ]
3,[-721.606  -648.7929 -624.2354 ...    0.        0.        0.    ]
3,[-729.5329  -639.64154 -599.4241  ...    0.         0.         0.     ]
3,[-622.46106 -564.2514  -574.9922  ...    0.         0.         0.     ]
3,[-712.71924 -632.3933  -607.3871  ...    0.         0.         0.     ]
3,[-730.7629 -641.6069 -614.0732 ...    0.        0.        0.    ]
3,[-726.48676 -652.8021  -623.79175 ...    0.         0.         0.     ]
3,[-709.62604 -634.0607  -609.2346  ...    0.         0.         0.     ]
3,[-707.20966 -640.2249  -618.5381  ...    0.         0.         0.     ]
3,[-721.5067 -643.7302 -616.57   ...    0.        0.        0.    ]
3,[-643.14465 -587.45557 -586.05273 ...    0.         0.         0.     ]
3,[-698.4448  -617.47687 -580.73157 ...    0.         0.         0.     ]
3,[-713.4821 -629.8201 -574.9191 ...    0.        0.        0.    ]
3,[-633.4275  -554.01904 -530.7278  ...    0.         0.         0.     ]
3,[-700.81915 -641.485   -615.26404 ...    0.         0.         0.     ]
3,[-691.01154 -611.5304  -576.86285 ...    0.         0.         0.     ]
3,[-754.934   -661.31714 -625.5049  ...    0.         0.         0.     ]
3,[-635.6875  -573.18567 -570.12634 ...    0.         0.         0.     ]
3,[-657.36444 -657.36444 -657.36444 ...    0.         0.         0.     ]
3,[-607.3081 -607.3081 -607.3081 ...    0.        0.        0.    ]
3,[-584.7745 -584.7745 -584.7745 ...    0.        0.        0.    ]
3,[-557.40076 -557.40076 -557.40076 ...    0.         0.         0.     ]
3,[-589.50244 -589.50244 -589.50244 ...    0.         0.         0.     ]
3,[-573.19556 -573.19556 -573.19556 ...    0.         0.         0.     ]
3,[-592.866 -592.866 -592.866 ...    0.       0.       0.   ]
3,[-578.9312 -578.9312 -578.9312 ...    0.        0.        0.    ]
3,[-582.6672 -582.6672 -582.6672 ...    0.        0.        0.    ]
3,[-623.9863 -623.9863 -623.9863 ...    0.        0.        0.    ]
3,[-584.08704 -584.08704 -584.08704 ...    0.         0.         0.     ]
3,[-621.7882 -621.7882 -621.7882 ...    0.        0.        0.    ]
3,[-602.03326 -602.03326 -602.03326 ...    0.         0.         0.     ]
3,[-572.0452 -572.0452 -572.0452 ...    0.        0.        0.    ]
3,[-605.72144 -605.72144 -605.72144 ...    0.         0.         0.     ]
3,[-606.6788 -606.6788 -606.6788 ...    0.        0.        0.    ]
3,[-624.9685 -624.9685 -624.9685 ...    0.        0.        0.    ]
3,[-612.5036 -612.5036 -612.5036 ...    0.        0.        0.    ]
3,[-597.2115 -597.2115 -597.2115 ...    0.        0.        0.    ]
3,[-595.2374 -595.2374 -595.2374 ...    0.        0.        0.    ]
3,[-578.2646 -578.2646 -578.2646 ...    0.        0.        0.    ]
3,[-586.6646 -586.6646 -586.6646 ...    0.        0.        0.    ]
3,[-702.1607 -702.1607 -702.1607 ...    0.        0.        0.    ]
3,[-716.2697 -716.2697 -716.2697 ...    0.        0.        0.    ]
3,[-701.457 -701.457 -701.457 ...    0.       0.       0.   ]
3,[-686.0528 -686.0528 -686.0528 ...    0.        0.        0.    ]
3,[-689.49426 -689.49426 -689.49426 ...    0.         0.         0.     ]
3,[-705.9996 -705.9996 -705.9996 ...    0.        0.        0.    ]
3,[-721.49164 -721.49164 -721.49164 ...    0.         0.         0.     ]
3,[-708.9478 -708.9478 -708.9478 ...    0.        0.        0.    ]
3,[-714.70844 -714.70844 -714.70844 ...    0.         0.         0.     ]
3,[-716.1742 -716.1742 -716.1742 ...    0.        0.        0.    ]
3,[-704.1293 -704.1293 -704.1293 ...    0.        0.        0.    ]
3,[-692.1496 -692.1496 -692.1496 ...    0.        0.        0.    ]
3,[-709.3891 -709.3891 -709.3891 ...    0.        0.        0.    ]
3,[-725.13074 -725.13074 -725.13074 ...    0.         0.         0.     ]
3,[-682.42725 -682.42725 -682.42725 ...    0.         0.         0.     ]
3,[-692.0687 -692.0687 -692.0687 ...    0.        0.        0.    ]
3,[-682.5381 -682.5381 -682.5381 ...    0.        0.        0.    ]
3,[-703.289 -703.289 -703.289 ...    0.       0.       0.   ]
3,[-704.12885 -704.12885 -704.12885 ...    0.         0.         0.     ]
3,[-702.0819 -702.0819 -702.0819 ...    0.        0.        0.    ]
3,[-684.5211 -684.5211 -684.5211 ...    0.        0.        0.    ]
3,[-702.8791 -702.8791 -702.8791 ...    0.        0.        0.    ]
3,[-711.05774 -711.05774 -711.05774 ...    0.         0.         0.     ]
3,[-695.0853  -695.0853  -694.94183 ...    0.         0.         0.     ]
3,[-642.23004 -642.23004 -642.23004 ...    0.         0.         0.     ]
3,[-648.2179 -648.2179 -648.2179 ...    0.        0.        0.    ]
3,[-639.8073 -639.8073 -639.8073 ...    0.        0.        0.    ]
3,[-666.42004 -666.42004 -666.42004 ...    0.         0.         0.     ]
3,[-674.60333 -674.60333 -674.60333 ...    0.         0.         0.     ]
3,[-608.15186 -608.15186 -608.15186 ...    0.         0.         0.     ]
3,[-682.7685 -682.7685 -682.7357 ...    0.        0.        0.    ]
3,[-674.6852 -674.6852 -674.6852 ...    0.        0.        0.    ]
3,[-673.96606 -673.96606 -673.92944 ...    0.         0.         0.     ]
3,[-624.5164 -624.5164 -624.5164 ...    0.        0.        0.    ]
3,[-687.7902  -687.7902  -687.73114 ...    0.         0.         0.     ]
3,[-689.4191 -689.4191 -689.2997 ...    0.        0.        0.    ]
3,[-654.84753 -654.84753 -654.84753 ...    0.         0.         0.     ]
3,[-646.62396 -646.62396 -646.62396 ...    0.         0.         0.     ]
3,[-668.5709 -668.5709 -668.5709 ...    0.        0.        0.    ]
3,[-678.49146 -678.49146 -678.49146 ...    0.         0.         0.     ]
3,[-684.0311 -684.0311 -684.0311 ...    0.        0.        0.    ]
3,[-654.1351 -654.1351 -654.1351 ...    0.        0.        0.    ]
3,[-658.4673 -658.4673 -658.4673 ...    0.        0.        0.    ]
3,[-653.0577 -653.0577 -653.0577 ...    0.        0.        0.    ]
3,[-613.45953 -613.45953 -613.45953 ...    0.         0.         0.     ]
3,[-725.20526 -725.20526 -725.20526 ...    0.         0.         0.     ]
3,[-711.3693 -711.3693 -711.3693 ...    0.        0.        0.    ]
3,[-683.5577 -683.5577 -683.5577 ...    0.        0.        0.    ]
3,[-687.474 -687.474 -687.474 ...    0.       0.       0.   ]
3,[-661.9201 -661.9201 -661.9201 ...    0.        0.        0.    ]
3,[-712.01636 -712.01636 -712.01636 ...    0.         0.         0.     ]
3,[-668.5256 -668.5256 -668.5256 ...    0.        0.        0.    ]
3,[-734.8528 -734.8528 -734.8528 ...    0.        0.        0.    ]
3,[-730.1858 -730.1858 -730.1858 ...    0.        0.        0.    ]
3,[-713.1517 -713.1517 -713.1517 ...    0.        0.        0.    ]
3,[-720.84796 -720.84796 -720.84796 ...    0.         0.         0.     ]
3,[-694.25183 -694.25183 -694.25183 ...    0.         0.         0.     ]
3,[-707.5034 -707.5034 -707.5034 ...    0.        0.        0.    ]
3,[-697.12427 -697.12427 -697.12427 ...    0.         0.         0.     ]
3,[-726.92413 -726.92413 -726.92413 ...    0.         0.         0.     ]
3,[-722.50336 -722.50336 -722.50336 ...    0.         0.         0.     ]
3,[-714.182 -714.182 -714.182 ...    0.       0.       0.   ]
3,[-695.81445 -695.81445 -695.81445 ...    0.         0.         0.     ]
3,[-726.1919 -726.1919 -726.1919 ...    0.        0.        0.    ]
3,[-648.9886 -648.9886 -648.9886 ...    0.        0.        0.    ]
3,[-641.7255 -641.7255 -641.7255 ...    0.        0.        0.    ]
3,[-658.737 -658.737 -658.737 ...    0.       0.       0.   ]
3,[-664.7887 -664.7887 -664.7887 ...    0.        0.        0.    ]
3,[-649.2931 -649.2931 -649.2931 ...    0.        0.        0.    ]
3,[-643.2654 -643.2654 -643.2654 ...    0.        0.        0.    ]
3,[-655.60547 -655.60547 -655.60547 ...    0.         0.         0.     ]
3,[-657.2116 -657.2116 -657.2116 ...    0.        0.        0.    ]
3,[-627.86816 -627.86816 -627.86816 ...    0.         0.         0.     ]
3,[-635.66455 -635.66455 -635.66455 ...    0.         0.         0.     ]
3,[-611.4985 -611.4985 -611.4985 ...    0.        0.        0.    ]
3,[-678.7548 -678.7548 -678.7548 ...    0.        0.        0.    ]
3,[-603.46027 -603.46027 -603.46027 ...    0.         0.         0.     ]
3,[-637.1712 -637.1712 -637.1712 ...    0.        0.        0.    ]
3,[-657.0224 -657.0224 -657.0224 ...    0.        0.        0.    ]
3,[-623.5159 -623.5159 -623.5159 ...    0.        0.        0.    ]
3,[-802.3017  -802.48175 -802.44385 ...    0.         0.         0.     ]
3,[-810.57916 -811.0408  -811.09393 ...    0.         0.         0.     ]
3,[-748.0212 -748.0212 -748.0212 ...    0.        0.        0.    ]
3,[-755.7866 -753.0322 -754.0623 ...    0.        0.        0.    ]
3,[-783.3284  -783.67645 -783.888   ...    0.         0.         0.     ]
3,[-804.78955 -804.78955 -804.78955 ...    0.         0.         0.     ]
3,[-790.25916 -790.1517  -790.25916 ...    0.         0.         0.     ]
3,[-773.34247 -760.0437  -749.331   ...    0.         0.         0.     ]
3,[-806.0749 -806.0749 -806.0749 ...    0.        0.        0.    ]
3,[-773.59485 -773.59485 -773.59485 ...    0.         0.         0.     ]
3,[-794.51044 -794.51044 -794.51044 ...    0.         0.         0.     ]
3,[-791.0023 -791.0023 -791.0023 ...    0.        0.        0.    ]
3,[-806.1266 -806.1266 -806.1266 ...    0.        0.        0.    ]
3,[-812.1181  -811.26666 -810.13806 ...    0.         0.         0.     ]
3,[-785.59326 -785.59326 -785.59326 ...    0.         0.         0.     ]
3,[-792.75507 -792.75507 -792.75507 ...    0.         0.         0.     ]
3,[-799.3588  -797.8107  -796.98785 ...    0.         0.         0.     ]
3,[-787.92175 -787.92175 -787.92175 ...    0.         0.         0.     ]
3,[-804.8656 -804.8656 -804.8656 ...    0.        0.        0.    ]
3,[-748.35736 -748.35736 -748.35736 ...    0.         0.         0.     ]
3,[-781.2059  -778.83606 -778.75867 ...    0.         0.         0.     ]
3,[-783.97156 -783.97156 -782.65204 ...    0.         0.         0.     ]
3,[-777.6983 -777.6983 -777.6983 ...    0.        0.        0.    ]
3,[-454.0296  -418.42484 -407.57736 ...    0.         0.         0.     ]
3,[-418.56207 -379.6421  -359.26843 ...    0.         0.         0.     ]
3,[-417.30624 -388.73944 -401.94263 ...    0.         0.         0.     ]
3,[-455.4219  -409.20334 -386.84424 ...    0.         0.         0.     ]
3,[-405.16928 -366.9282  -387.59195 ...    0.         0.         0.     ]
3,[-465.04105 -422.8369  -402.5916  ...    0.         0.         0.     ]
3,[-465.61337 -432.9429  -424.8629  ...    0.         0.         0.     ]
3,[-420.02203 -392.84668 -366.4315  ...    0.         0.         0.     ]
3,[-433.0083  -394.88098 -415.05453 ...    0.         0.         0.     ]
3,[-387.6434 -362.9362 -385.7642 ...    0.        0.        0.    ]
3,[-460.8186  -377.56946 -311.85928 ...    0.         0.         0.     ]
3,[-435.7406  -392.109   -386.09723 ...    0.         0.         0.     ]
3,[-403.26578 -370.7155  -368.4224  ...    0.         0.         0.     ]
3,[-505.92865 -422.6099  -381.26657 ...    0.         0.         0.     ]
3,[-436.02246 -397.64142 -411.16006 ...    0.         0.         0.     ]
3,[-442.74176 -415.55344 -400.80127 ...    0.         0.         0.     ]
3,[-482.973   -443.17883 -401.0533  ...    0.         0.         0.     ]
3,[-445.38464 -409.61688 -399.5969  ...    0.         0.         0.     ]
3,[-469.29886 -419.1929  -398.9502  ...    0.         0.         0.     ]
3,[-433.41095 -405.42044 -409.6285  ...    0.         0.         0.     ]
3,[-513.3275  -465.6351  -420.84634 ...    0.         0.         0.     ]
3,[-425.2605  -394.63464 -386.3489  ...    0.         0.         0.     ]
3,[-408.72998 -391.64172 -412.72733 ...    0.         0.         0.     ]
3,[-367.1726  -341.26297 -342.98352 ...    0.         0.         0.     ]
3,[-416.15344 -385.74582 -386.52182 ...    0.         0.         0.     ]
3,[-374.73068 -351.7712  -349.80893 ...    0.         0.         0.     ]
3,[-380.81985 -344.78027 -341.1504  ...    0.         0.         0.     ]
3,[-371.54153 -340.8143  -334.67285 ...    0.         0.         0.     ]
3,[-376.3736  -347.93683 -343.1584  ...    0.         0.         0.     ]
3,[-396.41254 -371.92917 -373.81955 ...    0.         0.         0.     ]
3,[-411.93506 -372.61505 -362.06064 ...    0.         0.         0.     ]
3,[-378.9396  -347.9867  -341.77145 ...    0.         0.         0.     ]
3,[-392.98434 -356.93414 -355.75848 ...    0.         0.         0.     ]
3,[-379.6459  -363.40088 -374.11295 ...    0.         0.         0.     ]
3,[-420.6611  -390.46808 -397.31537 ...    0.         0.         0.     ]
3,[-440.3989  -373.2795  -343.36453 ...    0.         0.         0.     ]
3,[-880.8169 -880.8169 -880.8169 ...    0.        0.        0.    ]
3,[-904.49756 -904.49756 -904.49756 ...    0.         0.         0.     ]
3,[-845.36615 -845.36615 -845.36615 ...    0.         0.         0.     ]
3,[-885.37823 -885.37823 -885.37823 ...    0.         0.         0.     ]
3,[-900.3198 -733.0859 -558.5903 ...    0.        0.        0.    ]
3,[-945.9912 -945.9912 -945.9912 ...    0.        0.        0.    ]
3,[-949.5181 -949.5181 -949.5181 ...    0.        0.        0.    ]
3,[-920.03156 -920.03156 -920.03156 ...    0.         0.         0.     ]
3,[-890.4463 -890.4463 -890.4463 ...    0.        0.        0.    ]
3,[-874.1646 -874.1646 -874.1646 ...    0.        0.        0.    ]
3,[-901.3785 -901.3785 -901.3785 ...    0.        0.        0.    ]
3,[-884.38245 -884.38245 -884.38245 ...    0.         0.         0.     ]
3,[-900.80914 -900.80914 -900.80914 ...    0.         0.         0.     ]
3,[-935.9124 -935.9124 -935.9124 ...    0.        0.        0.    ]
3,[-920.15295 -920.15295 -920.15295 ...    0.         0.         0.     ]
3,[-907.269 -907.269 -907.269 ...    0.       0.       0.   ]
3,[-858.3178 -858.3178 -858.3178 ...    0.        0.        0.    ]
3,[-957.75464 -957.75464 -957.75464 ...    0.         0.         0.     ]
3,[-889.45264 -889.45264 -889.45264 ...    0.         0.         0.     ]
3,[-863.56226 -863.56226 -863.56226 ...    0.         0.         0.     ]
3,[-657.5654  -625.19775 -632.26227 ...    0.         0.         0.     ]
3,[-654.7297 -619.2239 -631.8405 ...    0.        0.        0.    ]
3,[-677.24963 -636.6245  -634.8877  ...    0.         0.         0.     ]
3,[-646.10913 -607.12805 -619.69025 ...    0.         0.         0.     ]
3,[-599.9023  -551.24866 -575.5272  ...    0.         0.         0.     ]
3,[-607.7857  -565.1398  -579.57837 ...    0.         0.         0.     ]
3,[-638.50507 -603.586   -622.8521  ...    0.         0.         0.     ]
3,[-652.646  -625.3064 -640.9092 ...    0.        0.        0.    ]
3,[-613.7874 -580.9205 -596.8566 ...    0.        0.        0.    ]
3,[-647.99646 -591.602   -596.8243  ...    0.         0.         0.     ]
3,[-627.4059  -600.5736  -617.97235 ...    0.         0.         0.     ]
3,[-611.0293 -575.2916 -600.2812 ...    0.        0.        0.    ]
3,[-685.6983  -653.45624 -659.7231  ...    0.         0.         0.     ]
3,[-667.3502  -630.6887  -641.70856 ...    0.         0.         0.     ]
3,[-480.3198  -445.66953 -496.76968 ...    0.         0.         0.     ]
3,[-652.67053 -622.11786 -632.1821  ...    0.         0.         0.     ]
3,[-640.21533 -607.67566 -628.882   ...    0.         0.         0.     ]
3,[-651.22327 -609.2845  -620.59607 ...    0.         0.         0.     ]
3,[-682.9392 -643.6379 -637.6923 ...    0.        0.        0.    ]
3,[-633.74756 -598.4113  -614.475   ...    0.         0.         0.     ]
3,[-660.1666  -625.86273 -633.45087 ...    0.         0.         0.     ]
3,[-653.2957  -613.94305 -629.42413 ...    0.         0.         0.     ]
3,[-668.22626 -630.81146 -646.00665 ...    0.         0.         0.     ]
3,[-686.04083 -684.2202  -666.281   ...    0.         0.         0.     ]
3,[-680.1798  -679.3339  -662.31415 ...    0.         0.         0.     ]
3,[-674.27765 -673.7027  -659.917   ...    0.         0.         0.     ]
3,[-655.97876 -655.3862  -640.9163  ...    0.         0.         0.     ]
3,[-713.56964 -671.72565 -533.0752  ...    0.         0.         0.     ]
3,[-656.69385 -603.94336 -529.1684  ...    0.         0.         0.     ]
3,[-644.3257  -629.1123  -470.44107 ...    0.         0.         0.     ]
3,[-644.58105 -644.58105 -637.02515 ...    0.         0.         0.     ]
3,[-648.27655 -647.5721  -634.5263  ...    0.         0.         0.     ]
3,[-658.78174 -654.24725 -643.76685 ...    0.         0.         0.     ]
3,[-689.10126 -687.3043  -655.4906  ...    0.         0.         0.     ]
3,[-673.693   -672.55035 -652.0934  ...    0.         0.         0.     ]
3,[-695.9518  -689.85095 -657.8258  ...    0.         0.         0.     ]
3,[-667.9792  -667.91656 -657.9865  ...    0.         0.         0.     ]
3,[-666.6825 -665.3178 -653.938  ...    0.        0.        0.    ]
3,[-668.71313 -668.71313 -658.1782  ...    0.         0.         0.     ]
3,[-682.6176  -681.6561  -672.05286 ...    0.         0.         0.     ]
3,[-660.93005 -659.14136 -644.04205 ...    0.         0.         0.     ]
3,[-655.8825 -655.8825 -641.6534 ...    0.        0.        0.    ]
3,[-683.5549  -681.8832  -667.65234 ...    0.         0.         0.     ]
3,[-681.57935 -681.53955 -662.26575 ...    0.         0.         0.     ]
3,[-649.15717 -649.15717 -637.18774 ...    0.         0.         0.     ]
3,[-625.73004 -625.73004 -614.1119  ...    0.         0.         0.     ]
3,[-659.93396 -657.992   -647.80835 ...    0.         0.         0.     ]
3,[-630.34814 -630.17255 -617.091   ...    0.         0.         0.     ]
3,[-567.9862 -567.9862 -567.9862 ...    0.        0.        0.    ]
3,[-588.43567 -588.43567 -588.43567 ...    0.         0.         0.     ]
3,[-615.53766 -615.53766 -615.53766 ...    0.         0.         0.     ]
3,[-609.48926 -609.48926 -609.48926 ...    0.         0.         0.     ]
3,[-611.7054 -611.7054 -611.7054 ...    0.        0.        0.    ]
3,[-604.0167 -604.0167 -604.0167 ...    0.        0.        0.    ]
3,[-576.5282 -576.5282 -576.5282 ...    0.        0.        0.    ]
3,[-577.4456 -577.4456 -577.4456 ...    0.        0.        0.    ]
3,[-556.0809 -556.0809 -556.0809 ...    0.        0.        0.    ]
3,[-559.49194 -559.49194 -559.49194 ...    0.         0.         0.     ]
3,[-553.5784 -553.5784 -553.5784 ...    0.        0.        0.    ]
3,[-563.4605 -563.4605 -563.4605 ...    0.        0.        0.    ]
3,[-589.447 -589.447 -589.447 ...    0.       0.       0.   ]
3,[-583.31824 -583.31824 -583.31824 ...    0.         0.         0.     ]
3,[-548.9015 -548.9015 -548.9015 ...    0.        0.        0.    ]
3,[-583.1669 -583.1669 -583.1669 ...    0.        0.        0.    ]
3,[-584.5337 -584.5337 -584.5337 ...    0.        0.        0.    ]
3,[-732.89655 -619.0283  -530.48926 ...    0.         0.         0.     ]
3,[-740.4858  -615.20483 -522.0005  ...    0.         0.         0.     ]
3,[-697.0702  -584.6838  -510.95026 ...    0.         0.         0.     ]
3,[-717.0162  -604.85144 -522.8183  ...    0.         0.         0.     ]
3,[-742.7967  -607.5992  -504.81424 ...    0.         0.         0.     ]
3,[-736.5597  -598.3631  -503.18744 ...    0.         0.         0.     ]
3,[-720.42206 -615.6074  -534.6301  ...    0.         0.         0.     ]
3,[-741.2668  -617.40375 -519.48083 ...    0.         0.         0.     ]
3,[-715.7481 -630.8962 -543.1654 ...    0.        0.        0.    ]
3,[-760.4909  -627.20734 -539.6048  ...    0.         0.         0.     ]
3,[-739.0683 -607.7901 -516.9201 ...    0.        0.        0.    ]
3,[-752.50024 -606.729   -530.06085 ...    0.         0.         0.     ]
3,[-722.5123 -609.5887 -528.8312 ...    0.        0.        0.    ]
3,[-720.93085 -622.8041  -531.7798  ...    0.         0.         0.     ]
3,[-734.54443 -586.4864  -519.48474 ...    0.         0.         0.     ]
3,[-728.7286  -608.70825 -518.726   ...    0.         0.         0.     ]
3,[-733.50104 -579.3084  -492.43762 ...    0.         0.         0.     ]
3,[-737.27026 -614.85693 -528.62836 ...    0.         0.         0.     ]
3,[-750.54065 -614.8416  -526.39276 ...    0.         0.         0.     ]
3,[-734.3008  -600.71234 -510.5656  ...    0.         0.         0.     ]
3,[-669.8285  -642.2413  -632.77856 ...    0.         0.         0.     ]
3,[-683.8192  -652.5445  -639.72375 ...    0.         0.         0.     ]
3,[-635.0563 -610.2376 -601.8352 ...    0.        0.        0.    ]
3,[-644.2351  -621.2073  -605.26666 ...    0.         0.         0.     ]
3,[-658.04926 -637.7364  -627.3334  ...    0.         0.         0.     ]
3,[-604.5893 -585.711  -594.9067 ...    0.        0.        0.    ]
3,[-609.6067  -588.97205 -578.4604  ...    0.         0.         0.     ]
3,[-640.7333 -619.9263 -610.5407 ...    0.        0.        0.    ]
3,[-655.9487  -641.80634 -639.61426 ...    0.         0.         0.     ]
3,[-677.7393 -652.8182 -635.7804 ...    0.        0.        0.    ]
3,[-668.92224 -640.36176 -631.9201  ...    0.         0.         0.     ]
3,[-629.8201  -599.8857  -574.83765 ...    0.         0.         0.     ]
3,[-672.8712  -650.4025  -639.45685 ...    0.         0.         0.     ]
3,[-628.0954  -609.9798  -598.87384 ...    0.         0.         0.     ]
3,[-610.316  -597.2438 -592.8368 ...    0.        0.        0.    ]
3,[-665.978  -648.326  -640.9275 ...    0.        0.        0.    ]
3,[-663.43353 -645.6382  -639.65405 ...    0.         0.         0.     ]
3,[-616.36285 -599.05225 -592.63715 ...    0.         0.         0.     ]
3,[-649.7562 -627.7352 -617.3977 ...    0.        0.        0.    ]
3,[-602.1811 -578.9447 -570.1085 ...    0.        0.        0.    ]
3,[-662.67865 -478.33148 -444.64578 ...    0.         0.         0.     ]
3,[-605.56805 -438.0073  -419.3548  ...    0.         0.         0.     ]
3,[-569.82916 -426.28128 -415.6176  ...    0.         0.         0.     ]
3,[-632.2517  -471.26337 -427.46625 ...    0.         0.         0.     ]
3,[-570.8441  -442.09647 -418.53888 ...    0.         0.         0.     ]
3,[-535.24963 -410.19366 -404.14804 ...    0.         0.         0.     ]
3,[-630.4053  -487.61752 -442.86932 ...    0.         0.         0.     ]
3,[-563.87976 -429.21246 -418.83746 ...    0.         0.         0.     ]
3,[-635.05707 -589.7535  -515.2897  ...    0.         0.         0.     ]
3,[-592.8398 -455.9179 -433.256  ...    0.        0.        0.    ]
3,[-600.2044  -498.25348 -452.4765  ...    0.         0.         0.     ]
3,[-567.36115 -422.2049  -415.65854 ...    0.         0.         0.     ]
3,[-540.0861  -420.92697 -412.0381  ...    0.         0.         0.     ]
3,[-542.8865 -420.9312 -378.4403 ...    0.        0.        0.    ]
3,[-640.3501  -506.69305 -451.51968 ...    0.         0.         0.     ]
3,[-555.32385 -419.15286 -415.49268 ...    0.         0.         0.     ]
3,[-546.5029  -440.94867 -439.74524 ...    0.         0.         0.     ]
3,[-587.19385 -409.13782 -367.9476  ...    0.         0.         0.     ]
3,[-580.6466  -453.90497 -428.46393 ...    0.         0.         0.     ]
3,[-650.63885 -466.1607  -433.49387 ...    0.         0.         0.     ]
3,[-560.19635 -441.3891  -425.7608  ...    0.         0.         0.     ]
3,[-595.0484  -429.26935 -408.63248 ...    0.         0.         0.     ]
3,[-596.09076 -448.33194 -427.12918 ...    0.         0.         0.     ]
3,[-713.2555  -711.36554 -693.9363  ...    0.         0.         0.     ]
3,[-730.03973 -727.114   -707.61957 ...    0.         0.         0.     ]
3,[-686.2419  -685.32086 -680.95245 ...    0.         0.         0.     ]
3,[-718.5304  -717.953   -712.30994 ...    0.         0.         0.     ]
3,[-693.88806 -693.33167 -688.8476  ...    0.         0.         0.     ]
3,[-706.28217 -705.4255  -695.2545  ...    0.         0.         0.     ]
3,[-715.72314 -715.1588  -708.99304 ...    0.         0.         0.     ]
3,[-711.9679  -710.71826 -702.48065 ...    0.         0.         0.     ]
3,[-694.874   -693.832   -689.54254 ...    0.         0.         0.     ]
3,[-702.2953  -701.8616  -696.12463 ...    0.         0.         0.     ]
3,[-713.9844 -713.3363 -697.0498 ...    0.        0.        0.    ]
3,[-720.3926  -719.2039  -701.99475 ...    0.         0.         0.     ]
3,[-727.4445  -726.00964 -719.7681  ...    0.         0.         0.     ]
3,[-725.8835  -724.09845 -717.456   ...    0.         0.         0.     ]
3,[-728.30786 -727.81586 -714.6     ...    0.         0.         0.     ]
3,[-705.5406 -704.8546 -699.1248 ...    0.        0.        0.    ]
3,[-714.1338  -713.37195 -703.1242  ...    0.         0.         0.     ]
3,[-713.0921 -712.2737 -703.2872 ...    0.        0.        0.    ]
3,[-729.9022  -728.80963 -706.8215  ...    0.         0.         0.     ]
3,[-698.961   -698.38464 -695.1129  ...    0.         0.         0.     ]
3,[-732.9651  -730.52045 -723.3392  ...    0.         0.         0.     ]
3,[-703.4166  -702.2907  -696.26404 ...    0.         0.         0.     ]
3,[-566.34503 -566.34503 -566.34503 ...    0.         0.         0.     ]
3,[-598.7503 -598.7503 -598.7503 ...    0.        0.        0.    ]
3,[-653.2791 -653.2791 -653.2791 ...    0.        0.        0.    ]
3,[-631.64764 -631.64764 -631.64764 ...    0.         0.         0.     ]
3,[-675.7257 -675.7257 -675.7257 ...    0.        0.        0.    ]
3,[-668.758 -668.758 -668.758 ...    0.       0.       0.   ]
3,[-694.9931 -694.9931 -694.9931 ...    0.        0.        0.    ]
3,[-687.5102 -687.5102 -687.5102 ...    0.        0.        0.    ]
3,[-657.43353 -657.43353 -657.43353 ...    0.         0.         0.     ]
3,[-635.38947 -635.38947 -635.38947 ...    0.         0.         0.     ]
3,[-633.96405 -633.96405 -633.96405 ...    0.         0.         0.     ]
3,[-619.82166 -619.82166 -619.82166 ...    0.         0.         0.     ]
3,[-652.3852 -652.3852 -652.3852 ...    0.        0.        0.    ]
3,[-556.11993 -556.11993 -556.11993 ...    0.         0.         0.     ]
3,[-610.9551 -610.9551 -610.9551 ...    0.        0.        0.    ]
3,[-646.8434 -646.8434 -646.8434 ...    0.        0.        0.    ]
3,[-658.0826 -658.0826 -658.0826 ...    0.        0.        0.    ]
3,[-619.3592 -619.3592 -619.3592 ...    0.        0.        0.    ]
3,[-588.07855 -588.07855 -588.07855 ...    0.         0.         0.     ]
3,[-602.2257 -602.2257 -602.2257 ...    0.        0.        0.    ]
3,[-651.44366 -651.44366 -651.44366 ...    0.         0.         0.     ]
3,[-376.68533 -337.09525 -322.52643 ...    0.         0.         0.     ]
3,[-366.2366  -327.7152  -314.43008 ...    0.         0.         0.     ]
3,[-373.57404 -338.85385 -331.49396 ...    0.         0.         0.     ]
3,[-390.3226  -358.0591  -349.44592 ...    0.         0.         0.     ]
3,[-388.50537 -348.59763 -336.38583 ...    0.         0.         0.     ]
3,[-381.9838  -344.18048 -331.41016 ...    0.         0.         0.     ]
3,[-359.76227 -327.32465 -327.1896  ...    0.         0.         0.     ]
3,[-382.21585 -341.75473 -324.24963 ...    0.         0.         0.     ]
3,[-375.85797 -335.0212  -322.59985 ...    0.         0.         0.     ]
3,[-354.64627 -319.0731  -310.18604 ...    0.         0.         0.     ]
3,[-348.72818 -306.89212 -275.4484  ...    0.         0.         0.     ]
3,[-346.62003 -302.24536 -280.80997 ...    0.         0.         0.     ]
3,[-356.16974 -322.9049  -317.1723  ...    0.         0.         0.     ]
3,[-344.51053 -310.97214 -304.5352  ...    0.         0.         0.     ]
3,[-355.56882 -317.87946 -306.46323 ...    0.         0.         0.     ]
3,[-355.30002 -315.909   -301.4284  ...    0.         0.         0.     ]
3,[-367.05402 -327.61246 -321.615   ...    0.         0.         0.     ]
3,[-345.49396 -307.83093 -293.14938 ...    0.         0.         0.     ]
3,[-354.90714 -311.66855 -292.3338  ...    0.         0.         0.     ]
